,Location,Date,Carbon monoxide,Nitric Oxide,Nitrogen dioxide,Oxides of Nitrogen,Ozone,PM10 Particulate matter,PM10 particulate matter (Hourly measured),PM2.5 particulate matter (Hourly measured),Sulphur dioxide,CCG,Radius,lat/long,distance_from_LHR
484,Slough Lakeside 2 Osiris,2014,,,,,,,17.74636409227345,7.348010766302974,,East Berkshire,Inner,"[51.487764, -0.502656]",3.88710074154309
485,Slough Lakeside 2 Osiris,2015,,,,,,,10.81270037975664,5.262311079827458,,East Berkshire,Inner,"[51.487764, -0.502656]",3.88710074154309
486,Slough Lakeside 2 Osiris,2016,,,,,,,11.057451464247626,5.158973093691767,,East Berkshire,Inner,"[51.487764, -0.502656]",3.88710074154309
487,Slough Lakeside 2 Osiris,2017,,,,,,,16.92132209801045,7.284595618638292,,East Berkshire,Inner,"[51.487764, -0.502656]",3.88710074154309
488,Slough Lakeside 2 Osiris,2018,,,,,,,14.286434400279264,6.730222905076387,,East Berkshire,Inner,"[51.487764, -0.502656]",3.88710074154309
489,Slough Lakeside 2 Osiris,2019,,,,,,,14.050908884536817,6.644841322545226,,East Berkshire,Inner,"[51.487764, -0.502656]",3.88710074154309
490,Slough Lakeside 2 Osiris,2020,,,,,,,17.524748152265317,5.539779613263593,,East Berkshire,Inner,"[51.487764, -0.502656]",3.88710074154309
491,Slough Town Centre A4,2004,,,34.33469979296067,,,,25.46367933029876,,,East Berkshire,Inner,"[51.5122682, -0.6128291]",11.939040918739165
492,Slough Town Centre A4,2005,,,32.73940381821715,,,,25.118788797964005,,,East Berkshire,Inner,"[51.5122682, -0.6128291]",11.939040918739165
493,Slough Town Centre A4,2006,,,36.60944277085439,,,,26.744978386582304,,,East Berkshire,Inner,"[51.5122682, -0.6128291]",11.939040918739165
494,Slough Town Centre A4,2007,,,36.63542415502079,,,,24.5033454183001,,,East Berkshire,Inner,"[51.5122682, -0.6128291]",11.939040918739165
495,Slough Town Centre A4,2008,,,38.56141424120366,,,,24.752496402463336,,,East Berkshire,Inner,"[51.5122682, -0.6128291]",11.939040918739165
496,Slough Town Centre A4,2009,,,33.7677989870062,,,,22.998937497207464,,,East Berkshire,Inner,"[51.5122682, -0.6128291]",11.939040918739165
497,Slough Town Centre A4,2010,,,32.422933391717095,,,,18.663933175146873,,,East Berkshire,Inner,"[51.5122682, -0.6128291]",11.939040918739165
498,Slough Town Centre A4,2011,,,35.202858844550335,,,,21.81505481661195,,,East Berkshire,Inner,"[51.5122682, -0.6128291]",11.939040918739165
499,Slough Town Centre A4,2012,,,37.092191942672706,,,,19.89237562402176,,,East Berkshire,Inner,"[51.5122682, -0.6128291]",11.939040918739165
500,Slough Town Centre A4,2013,,,35.95688304277243,,,,21.230931497687216,,,East Berkshire,Inner,"[51.5122682, -0.6128291]",11.939040918739165
501,Slough Town Centre A4,2014,,,35.397723248545674,,,,20.478378960252424,,,East Berkshire,Inner,"[51.5122682, -0.6128291]",11.939040918739165
502,Slough Town Centre A4,2015,,,30.231744445936027,,,,18.41233503665492,,,East Berkshire,Inner,"[51.5122682, -0.6128291]",11.939040918739165
503,Slough Town Centre A4,2016,,,30.445989570099286,,,,18.418774888057833,,,East Berkshire,Inner,"[51.5122682, -0.6128291]",11.939040918739165
504,Slough Town Centre A4,2017,,,32.8451919207822,,,,17.238637418349565,,,East Berkshire,Inner,"[51.5122682, -0.6128291]",11.939040918739165
505,Slough Town Centre A4,2018,,,29.707734120131907,,,,16.458893890279604,,,East Berkshire,Inner,"[51.5122682, -0.6128291]",11.939040918739165
506,Slough Town Centre A4,2019,,,26.42114364881733,,,,18.192252319452074,,,East Berkshire,Inner,"[51.5122682, -0.6128291]",11.939040918739165
507,Slough Town Centre Wellington Street,2017,,,37.41863541824279,,,,,,,East Berkshire,Inner,"[51.508633, -0.583296]",9.910018575166019
508,Slough Town Centre Wellington Street,2018,,,35.529406892175544,,,,,,,East Berkshire,Inner,"[51.508633, -0.583296]",9.910018575166019
509,Slough Town Centre Wellington Street,2019,,,34.77111895710424,,,,,,,East Berkshire,Inner,"[51.508633, -0.583296]",9.910018575166019
510,Slough Town Centre Wellington Street,2020,,,23.743359691502015,,,,,,,East Berkshire,Inner,"[51.508633, -0.583296]",9.910018575166019
511,Slough Windmill Bath Road,2017,,,42.45913388884194,,,,21.337696619941532,,,East Berkshire,Inner,"[51.51223, -0.610393]",11.782483837402035
512,Slough Windmill Bath Road,2018,,,41.99631680626318,,,,24.642395256224052,,,East Berkshire,Inner,"[51.51223, -0.610393]",11.782483837402035
513,Slough Windmill Bath Road,2019,,,39.23348789528473,,,,23.465645412777228,,,East Berkshire,Inner,"[51.51223, -0.610393]",11.782483837402035
514,Slough Windmill Bath Road,2020,,,26.30509232023427,,,,19.388016200934526,,,East Berkshire,Inner,"[51.51223, -0.610393]",11.782483837402035
515,Spelthorne Sunbury Cross,2017,,,32.3941632996702,,,,13.263786718790445,8.127425701036115,,Surrey Heartlands,Inner,"[51.42025, -0.418515]",6.064322718541228
516,Spelthorne Sunbury Cross,2018,,,32.67499623182954,,,,14.449201935867544,9.12682492204381,,Surrey Heartlands,Inner,"[51.42025, -0.418515]",6.064322718541228
517,Spelthorne Sunbury Cross,2019,,,33.0625556336324,,,,15.709636374288907,9.868663899176171,,Surrey Heartlands,Inner,"[51.42025, -0.418515]",6.064322718541228
518,Spelthorne Sunbury Cross,2020,,,22.70866649945153,,,,14.661943735612217,8.492751262031152,,Surrey Heartlands,Inner,"[51.42025, -0.418515]",6.064322718541228
519,Broadway,2004,,,76.86491204792091,,,,29.88602847046573,,9.171104938437788,Hammersmith and Fulham,Outer,"[52.0353825, -1.8618609]",115.49575055290208
520,Brook Green,2004,,,40.4465011888772,,,,22.430840807659735,,,Hammersmith and Fulham,Outer,"[51.4960214, -0.2192533]",16.530576427614065
521,Oxford High St,2004,,,63.54589708734695,,,,27.78944357738571,,,Oxford,Outer,"[51.7520131, -1.2578499]",63.73340152099567
522,Oxford St Ebbes (Cal Club),2004,,,,,40.37627870216314,,,,,Oxford,Outer,"[51.744856, -1.260338]",63.50005045512467
523,Watford Roadside,2004,,,38.83654703549304,,37.226716159353565,,,,,Watford,Outer,"[51.6549844, -0.391508358]",21.020081286485244
524,Watford Town Hall,2004,,,,,,,24.2009173885897,,,Watford,Outer,"[51.6589841, -0.4032651]",21.305889510933422
525,Broadway,2005,,,73.64585441478118,,,,32.5117146085423,,8.271812482762467,Hammersmith and Fulham,Outer,"[52.0353825, -1.8618609]",115.49575055290208
526,Brook Green,2005,,,39.992881425051934,,,,23.615790065861315,,,Hammersmith and Fulham,Outer,"[51.4960214, -0.2192533]",16.530576427614065
527,Oxford High St,2005,,,49.3628634655282,,,,25.59443373457876,,,Oxford,Outer,"[51.7520131, -1.2578499]",63.73340152099567
528,Oxford St Ebbes (Cal Club),2005,,,,,39.652825419415635,,,,,Oxford,Outer,"[51.744856, -1.260338]",63.50005045512467
529,Scrubs Lane,2005,,,43.33727392818086,,,,36.718460602327845,,,Hammersmith and Fulham,Outer,"[51.5197717, -0.2280793]",16.6089314874199
530,Watford Roadside,2005,,,37.95879594066547,,35.039582271301235,,,,,Watford,Outer,"[51.6549844, -0.391508358]",21.020081286485244
531,Watford Town Hall,2005,,,,,,,24.798499136129166,,,Watford,Outer,"[51.6589841, -0.4032651]",21.305889510933422
532,Broadway,2006,,,83.22557571369289,,,,30.188317537016243,,6.0460267731180295,Hammersmith and Fulham,Outer,"[52.0353825, -1.8618609]",115.49575055290208
533,Brook Green,2006,,,39.172744241901576,,,,22.46046170984012,,,Hammersmith and Fulham,Outer,"[51.4960214, -0.2192533]",16.530576427614065
534,Oxford High St,2006,,,55.82056537600665,,,,28.368754538578926,,,Oxford,Outer,"[51.7520131, -1.2578499]",63.73340152099567
535,Oxford St Ebbes (Cal Club),2006,,,,,45.27446438460312,,,,,Oxford,Outer,"[51.744856, -1.260338]",63.50005045512467
536,Reading Caversham Road,2006,,,39.60795710469079,,,,,,,Reading,Outer,"[51.4591971, -0.9723236]",35.90616971065713
537,Watford Roadside,2006,,,37.26001478305594,,39.207048556135774,,,,,Watford,Outer,"[51.6549844, -0.391508358]",21.020081286485244
538,Watford Town Hall,2006,,,,,,,23.5305517946566,,,Watford,Outer,"[51.6589841, -0.4032651]",21.305889510933422
539,Broadway,2007,,,82.88680549086635,,,,29.18827753216829,,4.742114370779755,Hammersmith and Fulham,Outer,"[52.0353825, -1.8618609]",115.49575055290208
540,Brook Green,2007,,,37.434563712948595,,,,22.075413367264485,,,Hammersmith and Fulham,Outer,"[51.4960214, -0.2192533]",16.530576427614065
541,Oxford High St,2007,,,58.2570257172085,,,,25.961704907483877,,,Oxford,Outer,"[51.7520131, -1.2578499]",63.73340152099567
542,Oxford St Ebbes (Cal Club),2007,,,,,39.945394476233226,,,,,Oxford,Outer,"[51.744856, -1.260338]",63.50005045512467
543,Reading Caversham Road,2007,,,41.777939678615105,,,,27.270600085597874,,,Reading,Outer,"[51.4591971, -0.9723236]",35.90616971065713
544,Reading Kings Road,2007,,,67.6929452303025,,,,,,,Reading,Outer,"[51.456659, -0.9696512]",35.732760087345866
545,Reading Oxford Road,2007,,,50.04151021156379,,,,36.082138061214145,,,Reading,Outer,"[51.75397495, -1.2549151872177409]",63.66392471052878
546,Watford Roadside,2007,,,35.79176019233154,,43.26305339279386,,,,,Watford,Outer,"[51.6549844, -0.391508358]",21.020081286485244
547,Watford Town Hall,2007,,,,,,,23.221057177476002,,,Watford,Outer,"[51.6589841, -0.4032651]",21.305889510933422
548,Broadway,2008,,,74.42443981784189,,,,29.48499362945547,,,Hammersmith and Fulham,Outer,"[52.0353825, -1.8618609]",115.49575055290208
549,Brook Green,2008,,,38.72923127012197,,,,22.24255035128659,,,Hammersmith and Fulham,Outer,"[51.4960214, -0.2192533]",16.530576427614065
550,Oxford High St,2008,,,54.46001588132086,,,,24.872507720832754,,,Oxford,Outer,"[51.7520131, -1.2578499]",63.73340152099567
551,Oxford St Ebbes (Cal Club),2008,,,,,41.21623794826508,,,,,Oxford,Outer,"[51.744856, -1.260338]",63.50005045512467
552,Reading Caversham Road,2008,,,39.537848394178724,,,,24.0687378819316,,,Reading,Outer,"[51.4591971, -0.9723236]",35.90616971065713
553,Reading Kings Road,2008,,,55.60760074372178,,,,23.009082868363947,,,Reading,Outer,"[51.456659, -0.9696512]",35.732760087345866
554,Reading Oxford Road,2008,,,35.18010147500646,,,,26.515397287146296,,,Reading,Outer,"[51.75397495, -1.2549151872177409]",63.66392471052878
555,Watford Town Hall,2008,,,33.70004099844073,,,,21.123615861857893,,,Watford,Outer,"[51.6589841, -0.4032651]",21.305889510933422
556,Brook Green,2009,,,50.33713471889953,,,,20.22278196785961,,,Hammersmith and Fulham,Outer,"[51.4960214, -0.2192533]",16.530576427614065
557,Oxford High St,2009,,,54.83390174698989,,,,25.106132877001272,,,Oxford,Outer,"[51.7520131, -1.2578499]",63.73340152099567
558,Oxford St Ebbes (Cal Club),2009,,,,,46.34964366921064,,,,,Oxford,Outer,"[51.744856, -1.260338]",63.50005045512467
559,Reading Caversham Road,2009,,,45.261610004791244,,,,27.457637361892253,,,Reading,Outer,"[51.4591971, -0.9723236]",35.90616971065713
560,Reading Kings Road,2009,,,51.04837321228488,,,,22.11964808776745,,,Reading,Outer,"[51.456659, -0.9696512]",35.732760087345866
561,Reading Oxford Road,2009,,,36.632994816743924,,,,24.91081069739889,,,Reading,Outer,"[51.75397495, -1.2549151872177409]",63.66392471052878
562,Watford Town Hall,2009,,,39.265491325625455,,,,21.864278641480237,,,Watford,Outer,"[51.6589841, -0.4032651]",21.305889510933422
563,Oxford High St,2010,,,60.2597463623483,,,,23.630868040363435,,,Oxford,Outer,"[51.7520131, -1.2578499]",63.73340152099567
564,Oxford St Ebbes (Cal Club),2010,,,,,49.67751969504908,,,,,Oxford,Outer,"[51.744856, -1.260338]",63.50005045512467
565,Reading Caversham Road,2010,,,48.39018786136533,,,,26.59073273180006,,,Reading,Outer,"[51.4591971, -0.9723236]",35.90616971065713
566,Reading Kings Road,2010,,,53.390082724366295,,,,25.553894020365767,,,Reading,Outer,"[51.456659, -0.9696512]",35.732760087345866
567,Reading Oxford Road,2010,,,39.18771700027433,,,,24.514127902368056,,,Reading,Outer,"[51.75397495, -1.2549151872177409]",63.66392471052878
568,Watford Town Hall,2010,,,38.79100702531181,,,,22.718199554223887,,,Watford,Outer,"[51.6589841, -0.4032651]",21.305889510933422
569,H&F Shepherd's Bush,2011,,,83.64898474419026,,,,32.77238052568698,,,Hammersmith and Fulham,Outer,"[51.532212, -0.232919]",16.81158952354593
570,Oxford High St,2011,,,52.55301708890414,,,,22.91341079295766,,,Oxford,Outer,"[51.7520131, -1.2578499]",63.73340152099567
571,Oxford St Ebbes (Cal Club),2011,,,,,38.608095943348985,,,,,Oxford,Outer,"[51.744856, -1.260338]",63.50005045512467
572,Reading Caversham Road,2011,,,47.47423072118094,,,,32.145254264005686,,,Reading,Outer,"[51.4591971, -0.9723236]",35.90616971065713
573,Reading Kings Road,2011,,,52.530364223576896,,,,30.821617293636443,,,Reading,Outer,"[51.456659, -0.9696512]",35.732760087345866
574,Reading Oxford Road,2011,,,37.86456141420532,,,,25.297233651712972,,,Reading,Outer,"[51.75397495, -1.2549151872177409]",63.66392471052878
575,Watford Town Hall,2011,,,38.54786485792271,,,,24.51266701443069,,,Watford,Outer,"[51.6589841, -0.4032651]",21.305889510933422
576,H&F Shepherd's Bush,2012,,,92.04156192063498,,,,37.70916463911675,,,Hammersmith and Fulham,Outer,"[51.532212, -0.232919]",16.81158952354593
577,Oxford High St,2012,,,57.90691997301865,,,,20.511618587089643,,,Oxford,Outer,"[51.7520131, -1.2578499]",63.73340152099567
578,Oxford St Ebbes (Cal Club),2012,,,,,35.100020181067926,,,,,Oxford,Outer,"[51.744856, -1.260338]",63.50005045512467
579,Reading Caversham Road,2012,,,46.64756124963576,,,,32.73291907772086,,,Reading,Outer,"[51.4591971, -0.9723236]",35.90616971065713
580,Reading Kings Road,2012,,,53.49096771912137,,,,28.62765319323474,,,Reading,Outer,"[51.456659, -0.9696512]",35.732760087345866
581,Reading Oxford Road,2012,,,38.480782714653614,,,,23.490679048517,,,Reading,Outer,"[51.75397495, -1.2549151872177409]",63.66392471052878
582,Watford Town Hall,2012,,,38.5531932333797,,,,21.794203034165484,,,Watford,Outer,"[51.6589841, -0.4032651]",21.305889510933422
583,H&F Shepherd's Bush,2013,,,77.7979631649266,,,,26.49792140591713,,,Hammersmith and Fulham,Outer,"[51.532212, -0.232919]",16.81158952354593
584,Oxford High St,2013,,,52.14528026173364,,,,22.2902436294776,,,Oxford,Outer,"[51.7520131, -1.2578499]",63.73340152099567
585,Oxford St Ebbes (Cal Club),2013,,,,,36.76181673923495,,,,,Oxford,Outer,"[51.744856, -1.260338]",63.50005045512467
586,Reading Caversham Road,2013,,,43.50110731123376,,,,29.646648047055297,,,Reading,Outer,"[51.4591971, -0.9723236]",35.90616971065713
587,Reading Kings Road,2013,,,60.54479900020858,,,,23.82818964721445,,,Reading,Outer,"[51.456659, -0.9696512]",35.732760087345866
588,Reading Oxford Road,2013,,,36.99685178520781,,,,17.39811456467308,,,Reading,Outer,"[51.75397495, -1.2549151872177409]",63.66392471052878
589,Watford Town Hall,2013,,,39.23086827290806,,,,23.628673170466953,,,Watford,Outer,"[51.6589841, -0.4032651]",21.305889510933422
590,H&F Shepherd's Bush,2014,,,80.75805644668205,,,,28.406974637681166,,,Hammersmith and Fulham,Outer,"[51.532212, -0.232919]",16.81158952354593
591,Oxford High St,2014,,,46.94715972977029,,,,19.60185019192945,,,Oxford,Outer,"[51.7520131, -1.2578499]",63.73340152099567
592,Oxford St Ebbes (Cal Club),2014,,,,,34.717028121300004,,,,,Oxford,Outer,"[51.744856, -1.260338]",63.50005045512467
593,Reading Caversham Road,2014,,,40.825645659001324,,,,32.68322014639326,,,Reading,Outer,"[51.4591971, -0.9723236]",35.90616971065713
594,Reading Kings Road,2014,,,49.44207379250771,,,,31.20657049536179,,,Reading,Outer,"[51.456659, -0.9696512]",35.732760087345866
595,Reading Oxford Road,2014,,,35.34233989671525,,,,20.18451078599468,,,Reading,Outer,"[51.75397495, -1.2549151872177409]",63.66392471052878
596,Watford Town Hall,2014,,,39.91325294937453,,,,20.767375200209635,,,Watford,Outer,"[51.6589841, -0.4032651]",21.305889510933422
597,H&F Shepherd's Bush,2015,,,77.25785099746336,,,,25.38471751177979,,,Hammersmith and Fulham,Outer,"[51.532212, -0.232919]",16.81158952354593
598,Oxford High St,2015,,,44.0889587691537,,,,21.289544773837143,,,Oxford,Outer,"[51.7520131, -1.2578499]",63.73340152099567
599,Oxford St Ebbes (Cal Club),2015,,,,,39.59717882624825,,,,,Oxford,Outer,"[51.744856, -1.260338]",63.50005045512467
600,Reading Caversham Road,2015,,,38.02020904513054,,,,27.83619931052764,,,Reading,Outer,"[51.4591971, -0.9723236]",35.90616971065713
601,Reading Kings Road,2015,,,47.83369637053074,,,,25.072878745904134,,,Reading,Outer,"[51.456659, -0.9696512]",35.732760087345866
602,Reading Oxford Road,2015,,,30.732514004605466,,,,22.871789890224107,,,Reading,Outer,"[51.75397495, -1.2549151872177409]",63.66392471052878
603,Watford Town Hall,2015,,,35.147554524912515,,,,21.838145406792478,,,Watford,Outer,"[51.6589841, -0.4032651]",21.305889510933422
604,H&F Shepherd's Bush,2016,,,74.93779640620328,,,,26.288016563869167,,,Hammersmith and Fulham,Outer,"[51.532212, -0.232919]",16.81158952354593
605,Oxford High St,2016,,,46.67459206495556,,,,19.782039379558363,,,Oxford,Outer,"[51.7520131, -1.2578499]",63.73340152099567
606,Oxford St Ebbes (Cal Club),2016,,,,,31.307083207014557,,,,,Oxford,Outer,"[51.744856, -1.260338]",63.50005045512467
607,Reading Caversham Road,2016,,,38.90394529832458,,,,19.762526174516477,,,Reading,Outer,"[51.4591971, -0.9723236]",35.90616971065713
608,Reading Kings Road,2016,,,41.454813880440156,,,,19.646461349591476,,,Reading,Outer,"[51.456659, -0.9696512]",35.732760087345866
609,Reading Oxford Road,2016,,,29.63967235580061,,,,22.554296914463094,,,Reading,Outer,"[51.75397495, -1.2549151872177409]",63.66392471052878
610,Watford Town Hall,2016,,,35.56754625929749,,,,14.269256335847759,13.86352449223417,,Watford,Outer,"[51.6589841, -0.4032651]",21.305889510933422
611,H&F Shepherd's Bush,2017,,,76.80877754472597,,,,26.83732760792819,,,Hammersmith and Fulham,Outer,"[51.532212, -0.232919]",16.81158952354593
612,Oxford High St,2017,,,39.27658523841465,,,,17.10285982302336,,,Oxford,Outer,"[51.7520131, -1.2578499]",63.73340152099567
613,Oxford St Ebbes (Cal Club),2017,,,,,35.21848226078597,,,,,Oxford,Outer,"[51.744856, -1.260338]",63.50005045512467
614,Reading Caversham Road,2017,,,35.84051348777307,,,,21.71628765012159,,,Reading,Outer,"[51.4591971, -0.9723236]",35.90616971065713
615,Reading Oxford Road,2017,,,28.48135713202068,,,,20.303958447348762,,,Reading,Outer,"[51.75397495, -1.2549151872177409]",63.66392471052878
616,Watford Town Hall,2017,,,32.594032118045554,,,,13.761175309263376,9.046639613228374,,Watford,Outer,"[51.6589841, -0.4032651]",21.305889510933422
617,H&F Shepherd's Bush,2018,,,71.46410514612711,,,,25.708968632251448,,,Hammersmith and Fulham,Outer,"[51.532212, -0.232919]",16.81158952354593
618,Oxford High St,2018,,,39.217792603660676,,,,19.16078902801334,,,Oxford,Outer,"[51.7520131, -1.2578499]",63.73340152099567
619,Oxford St Ebbes (Cal Club),2018,,,,,45.05988358988324,,,,,Oxford,Outer,"[51.744856, -1.260338]",63.50005045512467
620,Reading Caversham Road,2018,,,40.48891842042183,,,,24.1617704490492,,,Reading,Outer,"[51.4591971, -0.9723236]",35.90616971065713
621,Reading Oxford Road,2018,,,27.91644282919229,,,,22.973236768397133,,,Reading,Outer,"[51.75397495, -1.2549151872177409]",63.66392471052878
622,Watford Town Hall,2018,,,31.861290743592768,,,,14.98304824030477,9.268622047463213,,Watford,Outer,"[51.6589841, -0.4032651]",21.305889510933422
623,H&F Hammersmith Town Centre,2019,,,52.97094410078335,,29.899648073988853,,21.528292775242896,15.103699552241885,,Hammersmith and Fulham,Outer,"[51.492695, -0.224787]",16.09191901490625
624,H&F Shepherd's Bush,2019,,,60.12715465409424,,,,23.927048829399897,,,Hammersmith and Fulham,Outer,"[51.532212, -0.232919]",16.81158952354593
625,Oxford High St,2019,,,39.691510976416815,,,,17.388310856363844,,,Oxford,Outer,"[51.7520131, -1.2578499]",63.73340152099567
626,Oxford St Ebbes (Cal Club),2019,,,,,43.62949687037518,,,,,Oxford,Outer,"[51.744856, -1.260338]",63.50005045512467
627,Reading Caversham Road,2019,,,34.76127193883935,,,,24.429486413237896,,,Reading,Outer,"[51.4591971, -0.9723236]",35.90616971065713
628,Reading Oxford Road,2019,,,26.090522756960127,,,,21.072165076213,,,Reading,Outer,"[51.75397495, -1.2549151872177409]",63.66392471052878
629,Watford Town Hall,2019,,,30.165464311389666,,,,15.05591437388225,9.476284379011851,,Watford,Outer,"[51.6589841, -0.4032651]",21.305889510933422
630,H&F Hammersmith Town Centre,2020,,,36.871710777501534,,38.11402287048222,,19.103074233413167,13.631647532641097,,Hammersmith and Fulham,Outer,"[51.492695, -0.224787]",16.09191901490625
631,H&F Shepherd's Bush,2020,,,40.45832248424051,,,,25.533595034398,,,Hammersmith and Fulham,Outer,"[51.532212, -0.232919]",16.81158952354593
632,Oxford High St,2020,,,28.00686834887908,,,,15.914070344894553,,,Oxford,Outer,"[51.7520131, -1.2578499]",63.73340152099567
633,Oxford St Ebbes (Cal Club),2020,,,,,46.38077932313156,,,,,Oxford,Outer,"[51.744856, -1.260338]",63.50005045512467
634,Reading Caversham Road,2020,,,24.945058848239608,,,,20.666082397364775,,,Reading,Outer,"[51.4591971, -0.9723236]",35.90616971065713
635,Reading Oxford Road,2020,,,19.730862117727625,,,,18.177858218572286,,,Reading,Outer,"[51.75397495, -1.2549151872177409]",63.66392471052878
636,Watford Town Hall,2020,,,20.81302206171813,,,,13.758944803816775,7.877281834536983,,Watford,Outer,"[51.6589841, -0.4032651]",21.305889510933422
