,Year,Indicator Type,Indicator Name,Area Name,Radius Location,Value,heathrow_distance,LAT,LONG
0,2006,Health - Mortality,Under 75 Resp Disease,NHS Ealing CCG,Inner,38.388443248541,11465.530928651922,51.5244,-0.31405
1,2006,Health - Mortality,Under 75 Resp Disease,NHS Hillingdon CCG,Inner,36.1767857233585,7458.185529065558,51.5366,-0.4418
2,2006,Health - Mortality,Under 75 Resp Disease,NHS Hounslow CCG,Inner,39.00300079884961,5336.9847118736625,51.4624,-0.37847
3,2006,Health - Mortality,Under 75 Resp Disease,NHS Buckinghamshire CCG,Outer,25.6536125438659,38818.06152693847,51.7414,-0.8064399999999999
4,2006,Health - Mortality,Under 75 Resp Disease,NHS East Berkshire CCG,Outer,31.198376593685,15803.713433617613,51.4541,-0.6802600000000001
5,2007,Health - Mortality,Under 75 Resp Disease,NHS Ealing CCG,Inner,35.2474566247474,11465.530928651922,51.5244,-0.31405
6,2007,Health - Mortality,Under 75 Resp Disease,NHS Hillingdon CCG,Inner,34.7233686052914,7458.185529065558,51.5366,-0.4418
7,2007,Health - Mortality,Under 75 Resp Disease,NHS Hounslow CCG,Inner,42.4021676918821,5336.9847118736625,51.4624,-0.37847
8,2007,Health - Mortality,Under 75 Resp Disease,NHS Buckinghamshire CCG,Outer,24.824630065267,38818.06152693847,51.7414,-0.8064399999999999
9,2007,Health - Mortality,Under 75 Resp Disease,NHS East Berkshire CCG,Outer,29.6313207730683,15803.713433617613,51.4541,-0.6802600000000001
10,2008,Health - Mortality,Under 75 Resp Disease,NHS Ealing CCG,Inner,36.3702072002943,11465.530928651922,51.5244,-0.31405
11,2008,Health - Mortality,Under 75 Resp Disease,NHS Hillingdon CCG,Inner,34.4573233182519,7458.185529065558,51.5366,-0.4418
12,2008,Health - Mortality,Under 75 Resp Disease,NHS Hounslow CCG,Inner,38.9829406464005,5336.9847118736625,51.4624,-0.37847
13,2008,Health - Mortality,Under 75 Resp Disease,NHS Buckinghamshire CCG,Outer,24.64486296907549,38818.06152693847,51.7414,-0.8064399999999999
14,2008,Health - Mortality,Under 75 Resp Disease,NHS East Berkshire CCG,Outer,29.3801056449608,15803.713433617613,51.4541,-0.6802600000000001
15,2009,Health - Mortality,Under 75 Resp Disease,NHS Ealing CCG,Inner,35.305082144957,11465.530928651922,51.5244,-0.31405
16,2009,Health - Mortality,Under 75 Resp Disease,NHS Hillingdon CCG,Inner,30.7374860127874,7458.185529065558,51.5366,-0.4418
17,2009,Health - Mortality,Under 75 Resp Disease,NHS Hounslow CCG,Inner,39.163753024015605,5336.9847118736625,51.4624,-0.37847
